Model,Distance,Error_Rate(p),Error_Type,Noise,Best_ECR(%),Accuracy(%),Inference_Time(ms),Epochs,Learning_Rate,Train_Loss,Val_Loss
APPNP,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,72.01,20.78,0.0006,1,0.001,nan,17523733.653061
APPNP,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,72.01,20.78,0.0007,2,0.001,nan,17523733.653061
APPNP,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,72.01,20.78,0.0007,3,0.001,nan,17523733.653061
APPNP,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,72.01,20.78,0.0007,4,0.001,nan,17523733.653061
APPNP,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,72.01,20.78,0.0007,5,0.001,nan,17523733.653061
APPNP,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,72.01,20.78,0.0007,6,0.001,nan,17523733.653061
APPNP,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.84,29.03,0.0007,1,0.001,nan,23146194.285714
APPNP,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.84,29.03,0.0007,2,0.001,nan,23146194.285714
APPNP,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.84,29.03,0.0007,3,0.001,nan,23146194.285714
APPNP,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.84,29.03,0.0007,4,0.001,nan,23146194.285714
APPNP,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.84,29.03,0.0007,5,0.001,nan,23146194.285714
APPNP,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,71.84,29.03,0.0007,6,0.001,nan,23146194.285714
APPNP,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.48,17.82,0.0005,1,0.001,nan,15614266.265306
APPNP,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.48,17.82,0.0005,2,0.001,nan,15614266.265306
APPNP,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.48,17.82,0.0007,3,0.001,nan,15614266.265306
APPNP,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.48,17.82,0.0007,4,0.001,nan,15614266.265306
APPNP,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.48,17.82,0.0007,5,0.001,nan,15614266.265306
APPNP,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.48,17.82,0.0007,6,0.001,nan,15614266.265306
APPNP,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,61.85,38.05,0.0003,1,0.001,nan,4052285732.571429
APPNP,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,61.85,38.05,0.0003,2,0.001,nan,4052285732.571429
APPNP,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,61.85,38.05,0.0003,3,0.001,nan,4052285732.571429
APPNP,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,61.85,38.05,0.0003,4,0.001,nan,4052285732.571429
APPNP,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,61.85,38.05,0.0003,5,0.001,nan,4052285732.571429
APPNP,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,61.85,38.05,0.0003,6,0.001,nan,4052285732.571429
APPNP,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,56.88,43.38,0.0003,1,0.001,nan,4827417861.224490
APPNP,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,56.88,43.38,0.0003,2,0.001,nan,4827417861.224490
APPNP,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,56.88,43.38,0.0003,3,0.001,nan,4827417861.224490
APPNP,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,56.88,43.38,0.0003,4,0.001,nan,4827417861.224490
APPNP,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,56.88,43.38,0.0003,5,0.001,nan,4827417861.224490
APPNP,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,56.88,43.38,0.0003,6,0.001,nan,4827417861.224490
APPNP,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,46.37,53.16,0.0003,1,0.001,nan,3074946429.387755
APPNP,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,46.37,53.16,0.0003,2,0.001,nan,3074946429.387755
APPNP,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,46.37,53.16,0.0003,3,0.001,nan,3074946429.387755
APPNP,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,46.37,53.16,0.0003,4,0.001,nan,3074946429.387755
APPNP,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,46.37,53.16,0.0003,5,0.001,nan,3074946429.387755
APPNP,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,46.37,53.16,0.0003,6,0.001,nan,3074946429.387755
CNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.25,89.92,0.0004,1,0.001,0.492982,0.463018
CNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.71,89.20,0.0001,2,0.001,0.461159,0.456752
CNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.61,90.81,0.0001,3,0.001,0.456210,0.455256
CNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.63,90.21,0.0001,4,0.001,0.453899,0.451111
CNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.60,90.12,0.0001,5,0.001,0.452239,0.452194
CNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,92.04,88.19,0.0002,6,0.001,0.451211,0.451759
CNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.05,90.47,0.0002,7,0.001,0.450354,0.452712
CNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.36,89.66,0.0001,8,0.001,0.449620,0.450957
CNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.46,90.48,0.0001,9,0.001,0.448921,0.451939
CNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.42,89.59,0.0001,10,0.001,0.448303,0.453440
CNN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.11,90.63,0.0001,11,0.001,0.447695,0.455387
CNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.17,87.85,0.0002,1,0.001,0.515820,0.494342
CNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.00,86.96,0.0001,2,0.001,0.489596,0.491481
CNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.97,88.24,0.0001,3,0.001,0.486322,0.490909
CNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.04,86.97,0.0001,4,0.001,0.484561,0.490065
CNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.16,87.95,0.0001,5,0.001,0.483480,0.488428
CNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.28,87.87,0.0002,6,0.001,0.482654,0.489410
CNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.32,88.50,0.0002,7,0.001,0.482128,0.489421
CNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.09,89.87,0.0002,8,0.001,0.481587,0.489134
CNN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.94,87.59,0.0001,9,0.001,0.481156,0.488671
CNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,75.77,83.57,0.0001,1,0.001,0.722023,0.702009
CNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,78.96,80.62,0.0001,2,0.001,0.704750,0.699634
CNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.66,76.56,0.0002,3,0.001,0.702962,0.698617
CNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,78.73,81.12,0.0002,4,0.001,0.702166,0.698592
CNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.26,78.05,0.0002,5,0.001,0.701622,0.698133
CNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,78.54,81.33,0.0002,6,0.001,0.701255,0.697824
CNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,79.42,80.42,0.0002,7,0.001,0.700933,0.697681
CNN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,80.09,79.89,0.0001,8,0.001,0.700686,0.697636
CNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.95,87.06,0.0003,1,0.001,0.728084,0.628721
CNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.39,87.53,0.0001,2,0.001,0.599016,0.585921
CNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.23,88.04,0.0001,3,0.001,0.564020,0.563515
CNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.58,88.34,0.0001,4,0.001,0.539966,0.550476
CNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.28,89.00,0.0001,5,0.001,0.523680,0.540609
CNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.06,89.61,0.0001,6,0.001,0.510549,0.534812
CNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.16,89.60,0.0001,7,0.001,0.500607,0.532396
CNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.17,89.61,0.0001,8,0.001,0.490893,0.533699
CNN,7,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.12,89.66,0.0001,9,0.001,0.482533,0.533290
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.01,85.75,0.0001,1,0.001,0.748247,0.660205
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.03,86.03,0.0001,2,0.001,0.628870,0.613039
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.42,87.19,0.0001,3,0.001,0.591857,0.586098
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.58,87.81,0.0001,4,0.001,0.569860,0.573354
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.28,88.55,0.0001,5,0.001,0.555938,0.565240
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.92,88.23,0.0001,6,0.001,0.545553,0.557665
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.69,88.58,0.0001,7,0.001,0.537586,0.554771
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.46,89.00,0.0001,8,0.001,0.530848,0.551929
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.25,89.31,0.0001,9,0.001,0.524394,0.550973
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.44,88.13,0.0001,10,0.001,0.519533,0.550678
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.66,89.05,0.0001,11,0.001,0.514674,0.549010
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.18,89.55,0.0001,12,0.001,0.510052,0.549504
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.64,89.11,0.0001,13,0.001,0.506132,0.548788
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.60,89.24,0.0001,14,0.001,0.502577,0.550794
CNN,7,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.32,89.32,0.0001,15,0.001,0.499325,0.552552
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.09,75.49,0.0001,1,0.001,0.936586,0.859403
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,81.84,79.36,0.0001,2,0.001,0.830813,0.809613
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,81.78,80.54,0.0001,3,0.001,0.800048,0.791621
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.61,80.38,0.0001,4,0.001,0.785754,0.781339
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.27,81.11,0.0001,5,0.001,0.776310,0.774879
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.12,81.61,0.0001,6,0.001,0.769216,0.769131
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.14,80.91,0.0001,7,0.001,0.763970,0.765414
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.90,81.34,0.0001,8,0.001,0.759627,0.762888
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.92,81.42,0.0001,9,0.001,0.756311,0.761144
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.25,81.24,0.0002,10,0.001,0.753468,0.758729
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,84.07,80.58,0.0002,11,0.001,0.751127,0.757602
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.77,80.86,0.0002,12,0.001,0.748924,0.757405
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,84.02,80.67,0.0002,13,0.001,0.747062,0.757171
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.37,82.26,0.0002,14,0.001,0.745511,0.756382
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.37,81.42,0.0001,15,0.001,0.744092,0.754721
CNN,7,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.96,81.86,0.0001,16,0.001,0.742706,0.754572
CNN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.56,87.51,0.0004,1,0.001,0.685208,0.586271
CNN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,91.62,87.57,0.0001,2,0.001,0.551931,0.542332
CNN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.60,89.99,0.0001,3,0.001,0.515385,0.517119
CNN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.50,90.33,0.0001,4,0.001,0.494219,0.501910
CNN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,91.17,90.10,0.0001,5,0.001,0.480842,0.496187
CNN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,91.21,90.42,0.0001,6,0.001,0.472108,0.493438
CNN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.70,91.06,0.0001,7,0.001,0.463772,0.491371
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.47,85.93,0.0001,1,0.001,0.697066,0.609235
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.62,88.41,0.0001,2,0.001,0.573486,0.558963
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.71,88.93,0.0001,3,0.001,0.538941,0.540529
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.36,88.95,0.0001,4,0.001,0.522442,0.526812
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.29,89.43,0.0001,5,0.001,0.511928,0.520950
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.19,89.66,0.0001,6,0.001,0.503798,0.516957
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.72,89.35,0.0001,7,0.001,0.497017,0.514741
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.80,90.39,0.0001,8,0.001,0.491340,0.512634
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.11,90.33,0.0001,9,0.001,0.486108,0.510807
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.96,90.47,0.0001,10,0.001,0.481892,0.510298
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.72,89.80,0.0001,11,0.001,0.477797,0.508531
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.82,90.70,0.0001,12,0.001,0.473900,0.509907
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.71,89.92,0.0001,13,0.001,0.470073,0.509457
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.48,90.18,0.0001,14,0.001,0.466810,0.508399
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.49,90.29,0.0001,15,0.001,0.463974,0.508224
CNN,5,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.65,90.17,0.0001,16,0.001,0.461157,0.508549
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.64,79.70,0.0001,1,0.001,0.879155,0.786389
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.23,79.48,0.0001,2,0.001,0.764662,0.748519
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.87,82.86,0.0001,3,0.001,0.739395,0.729720
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.41,82.91,0.0001,4,0.001,0.726176,0.719679
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.59,83.09,0.0001,5,0.001,0.717585,0.713203
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.40,81.51,0.0001,6,0.001,0.711703,0.709819
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.49,83.51,0.0001,7,0.001,0.707172,0.706837
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.75,83.44,0.0001,8,0.001,0.703853,0.703075
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.96,83.33,0.0001,9,0.001,0.701095,0.701521
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,84.49,82.85,0.0001,10,0.001,0.698635,0.700027
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.41,82.05,0.0001,11,0.001,0.696742,0.700069
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.83,83.58,0.0001,12,0.001,0.694616,0.698187
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,84.67,82.85,0.0001,13,0.001,0.693308,0.697625
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.06,82.45,0.0001,14,0.001,0.691749,0.696701
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,84.95,82.64,0.0001,15,0.001,0.690495,0.696164
CNN,5,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,84.60,82.99,0.0001,16,0.001,0.689386,0.696092
GAT,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.08,87.17,0.0002,1,0.001,0.620978,0.548896
GAT,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.00,88.41,0.0002,2,0.001,0.540455,0.522397
GAT,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.60,88.38,0.0002,3,0.001,0.527331,0.513436
GAT,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.71,90.59,0.0003,4,0.001,0.522231,0.510018
GAT,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.60,88.60,0.0002,5,0.001,0.518135,0.509486
GAT,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.32,87.51,0.0002,6,0.001,0.515328,0.507824
GAT,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.85,92.08,0.0002,7,0.001,0.513335,0.509281
GAT,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.16,90.96,0.0002,8,0.001,0.511864,0.508921
GAT,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.99,90.28,0.0003,9,0.001,0.510713,0.504448
GAT,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.71,90.38,0.0003,10,0.001,0.510380,0.504317
GAT,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.57,89.63,0.0003,11,0.001,0.509479,0.503828
GAT,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.85,87.08,0.0003,1,0.001,0.650852,0.562944
GAT,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.14,86.67,0.0003,2,0.001,0.569202,0.540361
GAT,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.99,86.74,0.0003,3,0.001,0.555037,0.532661
GAT,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.01,86.92,0.0003,4,0.001,0.550192,0.529255
GAT,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.80,88.68,0.0003,5,0.001,0.547288,0.530003
GAT,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.62,87.95,0.0002,6,0.001,0.545906,0.527582
GAT,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.23,88.96,0.0002,7,0.001,0.543896,0.523924
GAT,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,75.33,82.12,0.0003,1,0.001,0.810188,0.754580
GAT,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,78.47,79.98,0.0003,2,0.001,0.754991,0.745385
GAT,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,84.16,75.01,0.0003,3,0.001,0.750512,0.743794
GAT,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,80.81,77.94,0.0003,4,0.001,0.748003,0.740390
GAT,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,81.54,77.28,0.0003,5,0.001,0.746578,0.739629
GAT,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,76.50,82.02,0.0003,6,0.001,0.745828,0.738874
GAT,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,79.75,78.99,0.0003,7,0.001,0.745633,0.738803
GAT,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,79.73,79.11,0.0003,8,0.001,0.745352,0.738679
GCN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.08,89.71,0.0005,1,0.001,0.606908,0.537636
GCN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,91.46,86.36,0.0004,2,0.001,0.516955,0.505167
GCN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.97,87.83,0.0004,3,0.001,0.505523,0.500360
GCN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,91.29,87.20,0.0004,4,0.001,0.496903,0.491781
GCN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,88.45,89.75,0.0004,5,0.001,0.492932,0.493913
GCN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.63,88.97,0.0004,6,0.001,0.489531,0.491725
GCN,3,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,91.20,86.90,0.0004,7,0.001,0.487451,0.490767
GCN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.73,89.31,0.0004,1,0.001,0.614143,0.538185
GCN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.58,88.56,0.0002,2,0.001,0.535917,0.524741
GCN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,91.11,84.26,0.0002,3,0.001,0.526609,0.522194
GCN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.17,85.45,0.0003,4,0.001,0.521712,0.512270
GCN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,86.32,89.85,0.0004,5,0.001,0.518531,0.508245
GCN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.20,85.95,0.0004,6,0.001,0.516448,0.506992
GCN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.45,86.59,0.0004,7,0.001,0.514962,0.507130
GCN,3,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,87.10,89.24,0.0004,8,0.001,0.513810,0.506408
GCN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,77.01,81.08,0.0004,1,0.001,0.842880,0.749477
GCN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,78.68,79.64,0.0004,2,0.001,0.739044,0.733552
GCN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,74.39,83.58,0.0004,3,0.001,0.730692,0.731621
GCN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,82.50,76.23,0.0004,4,0.001,0.726886,0.725099
GCN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,83.15,75.77,0.0004,5,0.001,0.724538,0.723338
GCN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,78.56,79.99,0.0002,6,0.001,0.722851,0.723601
GCN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,80.08,78.60,0.0003,7,0.001,0.721758,0.723884
GCN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,81.93,76.97,0.0003,8,0.001,0.720475,0.718335
GCN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,77.99,80.61,0.0004,9,0.001,0.719561,0.719181
GCN,3,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,81.40,77.58,0.0004,10,0.001,0.718742,0.717214
GCN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,79.05,80.07,0.0003,1,0.001,1.963558,0.923009
GCN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.27,79.31,0.0003,2,0.001,0.823284,0.805482
GCN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,85.78,82.66,0.0003,3,0.001,0.771480,0.764457
GCN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,89.67,80.26,0.0003,4,0.001,0.742320,0.740050
GCN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,90.71,80.76,0.0003,5,0.001,0.715466,0.713385
GCN,5,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,92.31,78.00,0.0003,6,0.001,0.700235,0.721871
