Model,Distance,Num_Rounds,Noise_Model,Run,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,3,3,forte-1,1,1000,0.0,,,0.161,1000,161,20260415_210004
MWPM_Restriction,3,3,forte-1,1,1000,0.0,,,0.135,1000,135,20260415_210004
CNN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.185,1000,185,20260415_210004
MWPM+CNN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.139,1000,139,20260415_210004
CNN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.201,1000,201,20260415_210004
MWPM+CNN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.14,1000,140,20260415_210004
CNN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.177,1000,177,20260415_210004
MWPM+CNN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.137,1000,137,20260415_210004
GCNII,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161,1000,161,20260415_210004
MWPM+GCNII,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135,1000,135,20260415_210004
GCNII,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161,1000,161,20260415_210004
MWPM+GCNII,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135,1000,135,20260415_210004
GCNII,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161,1000,161,20260415_210004
MWPM+GCNII,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135,1000,135,20260415_210004
APPNP,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161,1000,161,20260415_210004
MWPM+APPNP,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135,1000,135,20260415_210004
APPNP,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161,1000,161,20260415_210004
MWPM+APPNP,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135,1000,135,20260415_210004
APPNP,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.83,1000,830,20260415_210004
MWPM+APPNP,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.157,1000,157,20260415_210004
GraphTransformer,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151,1000,151,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.136,1000,136,20260415_210004
GraphTransformer,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.159,1000,159,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.138,1000,138,20260415_210004
GraphTransformer,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.148,1000,148,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.138,1000,138,20260415_210004
GCN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.185,1000,185,20260415_210004
MWPM+GCN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135,1000,135,20260415_210004
GCN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.848,1000,848,20260415_210004
MWPM+GCN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.157,1000,157,20260415_210004
GCN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.699,1000,699,20260415_210004
MWPM+GCN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.16,1000,160,20260415_210004
GAT,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.255,1000,255,20260415_210004
MWPM+GAT,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.142,1000,142,20260415_210004
GAT,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.199,1000,199,20260415_210004
MWPM+GAT,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.134,1000,134,20260415_210004
GAT,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.188,1000,188,20260415_210004
MWPM+GAT,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.136,1000,136,20260415_210004
GNN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.337,1000,337,20260415_210004
MWPM+GNN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.138,1000,138,20260415_210004
GNN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.276,1000,276,20260415_210004
MWPM+GNN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.131,1000,131,20260415_210004
GNN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.177,1000,177,20260415_210004
MWPM+GNN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.134,1000,134,20260415_210004
GraphMamba,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156,1000,156,20260415_210004
MWPM+GraphMamba,3,3,forte-1,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.137,1000,137,20260415_210004
GraphMamba,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156,1000,156,20260415_210004
MWPM+GraphMamba,3,3,forte-1,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135,1000,135,20260415_210004
GraphMamba,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.146,1000,146,20260415_210004
MWPM+GraphMamba,3,3,forte-1,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.138,1000,138,20260415_210004
CNN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.203,1000,203,20260415_210004
MWPM+CNN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.134,1000,134,20260415_210004
CNN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.197,1000,197,20260415_210004
MWPM+CNN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.138,1000,138,20260415_210004
CNN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.182,1000,182,20260415_210004
MWPM+CNN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.138,1000,138,20260415_210004
GCNII,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161,1000,161,20260415_210004
MWPM+GCNII,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.135,1000,135,20260415_210004
GCNII,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.839,1000,839,20260415_210004
MWPM+GCNII,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157,1000,157,20260415_210004
GCNII,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.839,1000,839,20260415_210004
MWPM+GCNII,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157,1000,157,20260415_210004
APPNP,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161,1000,161,20260415_210004
MWPM+APPNP,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.135,1000,135,20260415_210004
APPNP,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161,1000,161,20260415_210004
MWPM+APPNP,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.135,1000,135,20260415_210004
APPNP,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.839,1000,839,20260415_210004
MWPM+APPNP,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157,1000,157,20260415_210004
GraphTransformer,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157,1000,157,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.136,1000,136,20260415_210004
GraphTransformer,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.145,1000,145,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.136,1000,136,20260415_210004
GraphTransformer,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.149,1000,149,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.138,1000,138,20260415_210004
GCN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161,1000,161,20260415_210004
MWPM+GCN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.135,1000,135,20260415_210004
GCN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.832,1000,832,20260415_210004
MWPM+GCN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.159,1000,159,20260415_210004
GCN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.831,1000,831,20260415_210004
MWPM+GCN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.158,1000,158,20260415_210004
GAT,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.263,1000,263,20260415_210004
MWPM+GAT,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.133,1000,133,20260415_210004
GAT,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.264,1000,264,20260415_210004
MWPM+GAT,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.136,1000,136,20260415_210004
GAT,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.229,1000,229,20260415_210004
MWPM+GAT,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.134,1000,134,20260415_210004
GNN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.316,1000,316,20260415_210004
MWPM+GNN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.141,1000,141,20260415_210004
GNN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.22,1000,220,20260415_210004
MWPM+GNN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.137,1000,137,20260415_210004
GNN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161,1000,161,20260415_210004
MWPM+GNN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.135,1000,135,20260415_210004
GraphMamba,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157,1000,157,20260415_210004
MWPM+GraphMamba,3,3,forte-1,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.136,1000,136,20260415_210004
GraphMamba,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.144,1000,144,20260415_210004
MWPM+GraphMamba,3,3,forte-1,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.136,1000,136,20260415_210004
GraphMamba,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.143,1000,143,20260415_210004
MWPM+GraphMamba,3,3,forte-1,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.138,1000,138,20260415_210004
CNN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.186,1000,186,20260415_210004
MWPM+CNN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.136,1000,136,20260415_210004
CNN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.192,1000,192,20260415_210004
MWPM+CNN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.142,1000,142,20260415_210004
CNN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.189,1000,189,20260415_210004
MWPM+CNN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.14,1000,140,20260415_210004
GCNII,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.839,1000,839,20260415_210004
MWPM+GCNII,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.157,1000,157,20260415_210004
GCNII,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.839,1000,839,20260415_210004
MWPM+GCNII,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.157,1000,157,20260415_210004
GCNII,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.792,1000,792,20260415_210004
MWPM+GCNII,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.154,1000,154,20260415_210004
APPNP,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.161,1000,161,20260415_210004
MWPM+APPNP,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.135,1000,135,20260415_210004
APPNP,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.839,1000,839,20260415_210004
MWPM+APPNP,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.157,1000,157,20260415_210004
APPNP,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.161,1000,161,20260415_210004
MWPM+APPNP,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.135,1000,135,20260415_210004
GraphTransformer,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.161,1000,161,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.135,1000,135,20260415_210004
GraphTransformer,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.158,1000,158,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.135,1000,135,20260415_210004
GraphTransformer,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.141,1000,141,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.136,1000,136,20260415_210004
GCN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.747,1000,747,20260415_210004
MWPM+GCN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.154,1000,154,20260415_210004
GCN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.674,1000,674,20260415_210004
MWPM+GCN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.155,1000,155,20260415_210004
GCN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.26,1000,260,20260415_210004
MWPM+GCN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.136,1000,136,20260415_210004
GAT,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.166,1000,166,20260415_210004
MWPM+GAT,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.135,1000,135,20260415_210004
GAT,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.217,1000,217,20260415_210004
MWPM+GAT,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.133,1000,133,20260415_210004
GAT,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.15,1000,150,20260415_210004
MWPM+GAT,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.14,1000,140,20260415_210004
GNN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.206,1000,206,20260415_210004
MWPM+GNN,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.137,1000,137,20260415_210004
GNN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.199,1000,199,20260415_210004
MWPM+GNN,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.136,1000,136,20260415_210004
GNN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.18,1000,180,20260415_210004
MWPM+GNN,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.135,1000,135,20260415_210004
GraphMamba,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.157,1000,157,20260415_210004
MWPM+GraphMamba,3,3,forte-1,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.135,1000,135,20260415_210004
GraphMamba,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.153,1000,153,20260415_210004
MWPM+GraphMamba,3,3,forte-1,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.135,1000,135,20260415_210004
GraphMamba,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.141,1000,141,20260415_210004
MWPM+GraphMamba,3,3,forte-1,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.136,1000,136,20260415_210004
No_Correction,3,3,forte-1,2,1000,0.0,,,0.174,1000,174,20260415_211542
MWPM_Restriction,3,3,forte-1,2,1000,0.0,,,0.151,1000,151,20260415_211542
CNN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.222,1000,222,20260415_211542
MWPM+CNN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.145,1000,145,20260415_211542
CNN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.229,1000,229,20260415_211542
MWPM+CNN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.146,1000,146,20260415_211542
CNN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.219,1000,219,20260415_211542
MWPM+CNN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.145,1000,145,20260415_211542
GCNII,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.174,1000,174,20260415_211542
MWPM+GCNII,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151,1000,151,20260415_211542
GCNII,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.174,1000,174,20260415_211542
MWPM+GCNII,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151,1000,151,20260415_211542
GCNII,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.174,1000,174,20260415_211542
MWPM+GCNII,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151,1000,151,20260415_211542
APPNP,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.174,1000,174,20260415_211542
MWPM+APPNP,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151,1000,151,20260415_211542
APPNP,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.174,1000,174,20260415_211542
MWPM+APPNP,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151,1000,151,20260415_211542
APPNP,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.817,1000,817,20260415_211542
MWPM+APPNP,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.158,1000,158,20260415_211542
GraphTransformer,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.178,1000,178,20260415_211542
MWPM+GraphTransformer,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.148,1000,148,20260415_211542
GraphTransformer,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.176,1000,176,20260415_211542
MWPM+GraphTransformer,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.146,1000,146,20260415_211542
GraphTransformer,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.176,1000,176,20260415_211542
MWPM+GraphTransformer,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.145,1000,145,20260415_211542
GCN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.211,1000,211,20260415_211542
MWPM+GCN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.15,1000,150,20260415_211542
GCN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.831,1000,831,20260415_211542
MWPM+GCN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.159,1000,159,20260415_211542
GCN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.682,1000,682,20260415_211542
MWPM+GCN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.155,1000,155,20260415_211542
GAT,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.27,1000,270,20260415_211542
MWPM+GAT,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.147,1000,147,20260415_211542
GAT,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.224,1000,224,20260415_211542
MWPM+GAT,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.154,1000,154,20260415_211542
GAT,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.2,1000,200,20260415_211542
MWPM+GAT,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151,1000,151,20260415_211542
GNN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.359,1000,359,20260415_211542
MWPM+GNN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.153,1000,153,20260415_211542
GNN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.313,1000,313,20260415_211542
MWPM+GNN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.152,1000,152,20260415_211542
GNN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.206,1000,206,20260415_211542
MWPM+GNN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.152,1000,152,20260415_211542
GraphMamba,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.173,1000,173,20260415_211542
MWPM+GraphMamba,3,3,forte-1,2,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.147,1000,147,20260415_211542
GraphMamba,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.173,1000,173,20260415_211542
MWPM+GraphMamba,3,3,forte-1,2,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.147,1000,147,20260415_211542
GraphMamba,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.175,1000,175,20260415_211542
